ID,SVS_Friendship,B_ArguedWithFriend,B_metWithGroupOfPeople,ColumnID,Text,Group,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male
575938,5,6,6,Behaviors7days,"Last monday was a slow day for me. I worked 11pm to 7 am, much like i am currently now. Tuesday was the same shift and so will tomorrow. Wednedays last week was when it really started to pick up. I had a friend from out of state come back to vist for a few days. Thursday I went car shopping. Friday I found my car. Saturday I worked a 12 hour shift. Sunday i worked another 12 hours. Monday I spent the day swimming in a pool and spending time with my friend. I went back to work at 11pm monday night. During the mid week i spent ",v,109,75.78,2.04,99,20.23,9.08,10.09,77.06,69.72,49.54,13.76,11.93,11.93,0,0,0,0,1.83,11.93,7.34,4.59,13.76,6.42,4.59,3.67,0,17.43,4.59,9.17,5.5,1.83,3.67,0,3.67,0,3.67,0.92,0,0,0,0.92,1.83,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,1.83,0,1.83,0,0
578170,6,2,5,GuidingValues,"Foremost I like to be independant.  I do not like to have to rely on others for things.  Whether it be money, rides, work on the car or house; I like to be as self suffiecient as possible.  I also value honesty highly.  I find that all relationships are better when people are just honest with one another as all lies are inevitably uncovered and having to live with a lie until that time is taxing on the one holding the secret.  Knowledge and creativity are also very important to me.  To be independant and self sufficent one must have knowledge about a wide variety of things to not to have to rely on others.  The more knowledge you have, the more capable you are (usually).  Also the more knowledge you have, the more you can figure things out, make deductions, and basically teach yourself how things work, new uses for things, and new uses for the knowledge you already have.  Knowledge of people and interactions can also help to better personal relationships.  Having a social awareness can help you to see when people ned help of any kind when they may not ask for it",v,196,37.06,55.27,44.43,91.22,17.82,16.33,90.31,77.04,65.82,12.76,7.14,3.06,0,3.57,0,0.51,5.61,12.24,5.61,1.02,17.35,12.24,7.65,9.69,1.53,17.35,8.16,6.12,5.61,2.55,3.06,0,19.9,2.04,17.86,6.12,2.55,2.55,2.55,1.02,4.59,0,5.1,5.1,0,0,0,0,0,0,0,0,13.78,5.1,1.53,0,0,1.02,0.51,8.16,0,0,0,0
578170,6,2,5,Behaviors7days,"Last friday morning I did chores around the house, including laundry, sweeping, and organizing things, in the morning, followed by the gym in the afternoon before i went to work.  Saturday and Sunday I worked 16 Hours total across both of my jobs. Monday I went to the gym in the morning and then worked on landscaping my yard and some other chores such as doing the laundry.  This was followed by working 2nd and 3rd shift.  Tuesday I came home from work and slept until it was time to meet my girlfriend at the store and help bring home a new patio set.  This was followed by picking up dinner and relaxing in front of the TV.  Wednesday I went to the gym in the moring and worked on unpacking some boxes as I only recently moved into a new house.  I then went to work for second shift.  This leads us up to this moment of late night survey answering.",v,162,93.17,13.82,99,68.8,18,14.2,74.69,69.14,54.32,11.11,7.41,6.79,0.62,0,0,0,3.7,17.28,8.02,2.47,19.75,3.09,1.23,9.26,0,14.2,4.32,5.56,6.79,1.85,4.94,0.62,2.47,0,2.47,1.23,0.62,0,0,0,0.62,0,3.09,3.09,0,0.62,0.62,0,0,0,0,0,3.7,2.47,0.62,0,0,0,0.62,1.23,0,0.62,0.62,0
579160,6,2,2,GuidingValues,"incorporating religion intommy life has changed the way i look at just about everything from social interaction, self-image, diet, morality, and the essence of reality itself. the thing that is important to me is adhering to religious principles in hopes that it will be beneficial to the world. i am still learning about religion so it is an awkward time for me, questioning all the beliefs i previously had and following rules that are new to me. determing what is demanded by the religion ive chosen consumes a lot of my time. the bible has a lot to say on many subjects and there are many things to learn.",v,109,58.39,8.75,58.23,63.58,21.8,24.77,80.73,73.39,62.39,16.51,7.34,7.34,0,0,0,0,9.17,17.43,9.17,0,14.68,11.93,5.5,3.67,0,19.27,6.42,6.42,3.67,1.83,0,1.83,8.26,1.83,6.42,4.59,0.92,0.92,1.83,0,0,0,4.59,3.67,0.92,0.92,0.92,0,0,0,0,0,8.26,7.34,0,0,0,0.92,1.83,0,0,0,0,0
579160,6,2,2,Behaviors7days,"getting up before sunrise, working on the computer, eating andbpraying are the main activities these days. and trying to keep in line with my ideals. trying to understand the world on all levels. doing sudoku puzzles. making an origami giraffe. listening to baseball games. cooking rice. shopping. beiang a crazy person. trying to spend as little money while satisfying cravings and not giving up ideals. doing exercises while walking. doing exercises. reading the bible. trying to make money",v,78,96.67,26.18,16.81,91.4,5.57,25.64,70.51,65.38,39.74,2.56,1.28,1.28,0,0,0,0,1.28,11.54,7.69,0,16.67,5.13,0,7.69,1.28,25.64,3.85,3.85,6.41,0,6.41,0,11.54,1.28,10.26,1.28,2.56,5.13,0,0,1.28,0,6.41,5.13,0,1.28,0,0,0,0,0,0,3.85,2.56,0,0,0,2.56,0,1.28,0,0,0,0
580658,7,2,3,GuidingValues,"  My basic and most crucial and basic values stem from my faith in God.  My motto can be summed up into a popular saying:  What would Jesus do? My spiritual and religious life is the guide to my actions with others and in the world at large.  I know that one of the prime requirements of my faith is to care for the poor and less fortunate.  Am I thinking about myself all the time, or am I caring for others who are part of ""the body of Christ"". /   I try to interact with people with compassion and caring.  I want to be able to love others as I love my self.  No one can do the will of God if they don't put others first.  That is not to say that you neglect yourself, but that you are not self-centered and neglectful of others.  People are an important asset in your life.  They are there because you are able to share with and help them, as well as, they can reciprocate and help you and share with you.  My personal relationships are such that I try to be available when I am needed and be someone who can be relied upon and nurturing.  I love my family and it shows in my actions.  I know my family loves me, because it shows in their actions. /   My prayer life is another guiding  way I am guided through life.  It not only helps me deal with life's difficulties, but gives me peace and tranquility knowing that I have divine help in all aspects of my life.  If I find myself in stressful situations, it is one of the first things I do: turn to God in prayer. /    I find that through the years I have matured about what matters most in my life.  Money and things do not bring happiness.  It is the people in one's life and the presence of a relationship with God that brings one the most joy.  I strive for success in my progress toward holiness and less than success in life's endeavors.  Both are important, but they can't be out of balance. /    In summation, I put my spiritual and religious life out as my"" raft"" in the ebb and flow of life.      ",v,376,31.62,5.35,87.53,83.95,16.35,13.3,88.83,75.27,64.89,21.28,14.63,10.64,0,1.86,0,1.6,6.65,15.96,4.26,1.33,16.22,9.84,1.6,8.78,1.86,14.89,6.91,4.26,6.12,2.93,2.39,0.8,12.23,1.06,11.17,1.86,0.8,2.66,1.06,0,5.05,0,7.98,6.12,1.86,2.13,1.86,0.27,0.27,0,0,0,15.96,6.65,3.46,0,0,0,0.53,6.65,0.53,0,0,0
580658,7,2,3,Behaviors7days,"  I usually start my day by getting up at 4:00 a.m. to get coffee brewing and feed the cats.  I start a load of laundry as soon as my husband is out of the  shower.  I say my morning prayers and turn on my computer.  I watch the morning news and do any dishes that need to be done.  I check my stocks and see if there any that need to be sold or bought.  I may do additional research for prospective new stocks to buy.  I turn on Fox business or CNBC and watch it for awhile while I do any ironing and get on the treadmill for a mile walk. /   I may pay bills, balance the checkbook, and check to see if there have been any more rentals come through on the vacation rentals we own.  I check in with Jay the manager and see if there are any new things I need to handle.  I make sure the web site is working and I see what receipts I have.  I then check with my manager Christie on the monthly rentals and see if there are any things I need to take care of there.  /    I will then go out and work in my garden and water it if it hasn't rained recently.  /    I may get on the computer and check the news and maybe do a survey for fun...as I'm doing now.     /    If it is the weekend, I try to sleep in and I always go to church with my husband.  Sometimes, if we go to morning Mass, we'll stop and eat breakfast afterward.  Usually we go to the evening Mass and I come home and make a meal.  Last week we came home and my husband had steaks to grill.  I made a salad and he made the steaks. Afterward, we both cleaned up an loaded the dishes in the dishwasher. /    This past week, we were able to go to the cabin and see how far the backsplash and new windows are coming.  They are all on schedule. /     Yesterday, I took the cat to the vet.  It had decided to get out and got in a fight with another cat.  He was healing nicely when his ear became infected.  I guess he got scratched in the ear.  He got a shot and medication and looks great today. /      Next week, if the weather stays cool and nice we will be cleaning out the garage.  It has been needing it for over a year.  Things have really gotten stock piled!       /    ",v,425,49.56,17.75,96.32,60.92,14.17,12.94,80.47,75.76,58.12,14.82,11.29,8,1.88,0,1.18,0.24,3.53,13.18,7.76,0.47,12.71,8,4,10.12,0.24,21.41,3.06,2.59,4.47,2.82,0.94,0.71,10.35,0.47,9.88,0.71,0.94,1.41,5.65,0.24,2.82,0,3.06,2.82,0.24,0.24,0.24,0,0,0,0,0,5.88,1.18,0.24,0,0.24,0,0.71,4.71,0.71,0,0,1.88
581255,6,2,2,GuidingValues,"The most important thing in life is respect the resources around you. You never know when the resources you currently possess will run out so you must use them sparingly. These resources are tangible and intangible. You have to put your all into life's resources. You have to take the time to plan and craft your own future. We live in an age where this is truly possible. See the potential in this very moment for change. Remember that no things in life remain the same and that all things will pass.  /  / The people you meet could have a profound impact in your future. You should take no human life for granted. The responsibility for all of your thoughts, decisions and actions is yours alone. You must seek out those who are greater than you, because you will always only sink to the level of those beneath you, if you surround yourself with them. Take no relationship for granted. People are more forgiving than you think. Some people do not easily forgive, and they will come to see why this is so in time. People are also more egotistical than you think. Don't waste your time worrying what other people think about you and instead forge your own convictions using the precious resources you have. / ",v,215,17.59,99,69.5,64.21,12.65,16.28,85.12,75.35,63.72,19.53,13.95,0,0.47,11.63,0,1.4,5.58,17.21,5.58,0,12.56,10.23,7.44,6.98,2.79,19.53,6.05,3.26,3.72,1.86,0.47,1.4,18.14,3.72,14.42,3.72,3.26,1.86,1.4,0.47,3.72,0.47,3.72,3.26,0.47,0.47,0,0.47,0.47,0,0,0,20.93,1.86,1.4,0,0,0.93,0,17.21,0,0,0,0
581255,6,2,2,Behaviors7days,"A week ago at this time I was at my computer. I was working with my friend on a project. We were collaborating and it was nice. The work was not very demanding and I am good at this type of work. My friend also contributed valuable advice and labor, which I appreciated. I then left for a doctor's appointment with my mother. At the doctor's, we found out that my mother was healing well and should anticipate good results. I then went grocery shopping with my mother and returned home. I then prepared dinner and cleaned the dishes. I then ate dinner while reading. I then read for the remainder of the night and practiced my instrument. I went to bed at about 11pm. /  / I awoke the next day to rainy weather. This allowed me to avoid cutting the grass again. I continued to work and also spent some time preparing several other things for next week. I worked for a while as I sipped coffee and also thought about my upcoming vacation. I also thought about the future and spent a few minutes daydreaming. At lunchtime, I had a sausage.  /  / I went the next day to the grocery with my mother. I also spent a few hours practicing music. I spent the evening watching TV and relaxing. /  / The following day was an important day for my partner so we went to the store to get supplies. There I met my mother and we continued to pick up things in preparation. I spent most of the day running errands. At night, we went to a party with some friends. We drank and sat by the fire with our friends. The weather was temperate, the bugs plentiful. /  / This weekend, I spent a few more days working with my friend. I am trying so hard to get this off the ground. It's fun though.  I hope we can be successful in the future.  /  / Yesterday I drove around doing errands and also went to the doctor's with my mother. We didn't find out anything useful. I had nothing for dinner and fasted. It felt good. /  / Today, I woke up and continued working with my friend. We talked about a few different ideas and collaborated some more. I had coffee and also ate tuna steak with rice.",v,384,52.05,15,96.86,88.05,10.11,17.45,84.64,76.3,57.55,17.19,13.8,11.2,2.6,0,0,0,3.39,16.67,8.07,0.26,13.54,4.95,5.21,9.38,0.78,15.89,6.25,5.99,10.16,6.77,2.86,0.52,5.47,0.26,5.21,1.82,0.52,1.04,0.52,0,1.56,0,4.69,4.69,0,1.82,1.82,0,0,0,0,0,8.59,2.86,1.56,0,0,0.26,0.52,5.73,1.56,1.56,1.56,0
581634,0,2,3,GuidingValues,"I've always believed in the golden rule. I think you have to treat people as you would like to be treated. You can't expect other people to treat you well if you treat them badly. I think it is important to care for your family especially if they have always been there for you. I think it is important to live by moral precepts even if you are not a very religious person. I have known people who go to church every Sunday and even help the priests give communion who are not very nice people. I believe it is important not to be a hypocrite. You can't tell people to behave one way and then do the exact opposite yourself.  So, the most important thing is to treat people well. Even if you are not the kind of person who actively helps other people or volunteers or gives a lot of money to charity, you have to be the kind of person who is not cruel, who doesn't use other people or take advantage of them. Those are the most important values that I have.",v,186,14.28,71.17,69.74,92.96,16.91,10.75,92.47,80.65,67.2,17.74,14.52,3.76,0,6.45,0,1.61,3.23,11.29,5.38,0.54,12.37,12.9,6.99,6.45,4.3,22.04,8.6,3.76,3.76,2.15,0.54,1.61,19.89,1.61,16.13,3.23,0.54,2.15,3.76,0,10.75,0,8.6,6.99,1.61,2.15,1.08,1.08,0,0.54,0,0,23.12,5.38,2.69,0,0.54,1.61,0.54,17.74,0.54,0,0,0
581634,0,2,3,Behaviors7days,"Last Monday I was with my mother. I was preparing her house to have guests because my brother was coming to visit. / On Tuesday I was at my mother's house waiting for my brother to arrive. We ordered pizza and ate dinner and then I went home. / On Wednesday I worked on my computer during the day, I took a walk to my mother's house and ate dinner with her and my sister-in-law. I went home and watched tv and I read part of the day. /  / On Thursday I worked from home and I went to my sister's house for dinner with her and my mother and then I drove my mother home and waited for my brother and his family to come home before I went back to my house. /  / On Friday I worked from home again. I walked to my mother's house again and watched some tv with her. I walked to the library and then I walked home. /  / On Saturday we drove to my nephew's house for his son's birthday. We had Chinese food and ice cream cake. I played with my other nephew's two small children and got tired out. The whole family was there and we stayed until about 8pm. Then I drove my mother home and we watched some tv before I went to my house. /  / On Sunday I stayed home most of the day, read a book, watched some tv and ate dinner. Then I went to my mother'[s house to watch Call the Midwives with her and I went home when it was over. /  / On Monday I went into the city for a doctor's appointment and met two friends. We went to a small restaurant I like where you can get tea and scones. I had a pot of almond tea, a ham and cheese scone and a berry scone. They were served with jam and clotted cream and were very good.  When we were done we found somewhere outside to sit and talked for a couple of more hours. Then I walked to the trimming store to buy some trimming for the needlework I have been working on. Then I got on the subway and went home. / ",v,367,56.38,38.48,99,40.16,15.29,10.63,80.93,73.02,56.68,17.44,17.17,12.53,2.18,0.27,1.91,0.27,0.27,14.17,4.9,0.82,15.8,4.36,2.45,10.9,0,17.71,2.45,4.63,7.63,6.54,1.09,0,1.63,0,1.63,0.27,0.27,0.27,0.27,0,0.54,0,1.91,1.63,0.27,0.54,0.27,0.27,0,0,0,0,11.72,1.09,0,0,0,0,0.54,10.35,4.9,0.54,4.09,2.18
581857,4,3,4,GuidingValues,"As indicated in the previous pages, my core values have everything to do with me, my happiness, my family, what's in my life and no one else's. Creativity and independence drive me as a person. I couldn't care less about how other people judge me, even though I have a need to 'belong' to 'something' as all humans do. I've always been this way, and so far, it's gotten me to a decent place in life. Having honesty, integrity, and intelligence allow me to not look down upon myself as just another of the rest of the crowd. Life is about pleasure and having fun, contentment and inner peace. There is no time for anything else.",v,116,16.68,1,96.95,98.26,16.57,12.93,92.24,75.86,66.38,18.1,11.21,11.21,0,0,0,0,6.9,15.52,5.17,0,17.24,11.21,8.62,10.34,3.45,14.66,7.76,3.45,4.31,1.72,0.86,1.72,18.1,5.17,12.93,0.86,1.72,1.72,1.72,0,6.03,0,6.9,6.9,0,3.45,3.45,0,0,0,0,0,11.21,4.31,0.86,0,0,2.59,0,4.31,0.86,0,0,0
581857,4,3,4,Behaviors7days,"Okay, first off, got up in the morning, had water, had breakfast, made a video, did chores, tried to write, didn't work, ate dinner with family, went to bed late, got up again, reasearched and bought cards, went grocery shopping, doodled, ate lunch, took a shower, had dinner, brushed teeth, went to bed, got up again, spent entire day overhauling ipod, ate and went to bed again, dreamt all night long, got up, wrote down dreams, ate breakfast, worked a little, went to typing class, came in for lunch, spent time in the backyard, wrote some more, ate again and went to bed,",v,103,97.21,34.53,92.9,20.23,103,9.71,71.84,69.9,36.89,0,0,0,0,0,0,0,0,8.74,4.85,0.97,16.5,4.85,3.88,2.91,0.97,32.04,5.83,7.77,3.88,0.97,2.91,0,2.91,0.97,1.94,0,0.97,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,4.85,3.88,0,0,0,0,3.88,0.97,0.97,0,0,0
583485,4,5,5,GuidingValues,"My basic values are simple and few. They are honesty, compassion, and respect for fellow man. Without these values I would have no signposts to guide me when dealing with people and situations. If I filter my world through these values, the people in my life are already there for a reason. I am able to keep from having to deal with liars and thieves, as well as a multitude of others that would seek to harm me.",v,78,34.56,7.93,66.8,79.29,15.6,14.1,88.46,70.51,64.1,16.67,11.54,10.26,0,0,0,1.28,5.13,14.1,3.85,0,19.23,10.26,6.41,10.26,1.28,12.82,3.85,2.56,5.13,2.56,1.28,1.28,10.26,1.28,8.97,1.28,1.28,2.56,1.28,0,3.85,0,8.97,6.41,2.56,0,0,0,0,0,0,0,14.1,7.69,3.85,0,0,3.85,0,7.69,0,0,0,1.28
583485,4,5,5,Behaviors7days,"Day 1- Got up, worked for 8 hours with short breaks to smoke. Took a shower, ate, worked 2 more hours. Surfed the web for an hour, went to bed. Day 2- Got up, worked for 6 hours with short smoke breaks. Took a shower, went out to eat with my sister. Came home and went to bed. Day 3- Same as day 1. Day 4- Same as day 1. Day 5- Same as day 1. Day 6- Realizing how boring my routine is, I go out to play some poker. Day 7- Just relaxed all day.",v,97,98.51,15.2,99,34.77,8.82,3.09,87.63,71.13,32.99,3.09,3.09,3.09,0,0,0,0,0,9.28,4.12,13.4,18.56,1.03,2.06,4.12,0,17.53,7.22,20.62,4.12,1.03,3.09,0,6.19,1.03,5.15,2.06,1.03,0,0,0,3.09,0,3.09,2.06,1.03,2.06,1.03,1.03,0,0,0,0,1.03,0,0,0,0,0,0,1.03,1.03,0,1.03,0
583500,6,2,6,GuidingValues,"Treating others the way I want to be treated is a very important guiding value in my life.  I always try to speak to others respectfully and empathically.  I try to look at things from the other person's point of view before getting upset, emotional, or angry.  I do not like to fight with others and am more of a people pleaser.  I like to do things for other people to make them happy.  I enjoy doing things for my husband, son, mother, father, sister, nieces, and nephews to make them feel loved.  I don't like to see others sad or ashamed.  I like to build people up and give them compliments.  I do not like to be a leader because eventually, you're going to have to make someone made or angry with you by the choices you make.  It is easier for me to stay behind the scenes and blend in with the crowd.  I don't like to talk about others behind their backs and I don't like for others to talk about me behind my back. I would prefer for people to not even think about me when I'm around.  I am a wimp and do not like confrontation.  When I am confronted, I usually cry and can not think on my feet to respond back to someone.  I know that I don't like to make others feel the way I have felt in the past.    That's why it is important for me to take care of my husband and son.  I don't want them to feel bad about themselves or rejected.  I want them to know that they are the most important people in my life.  Growing up, my parents never made me feel special, distinct, loved or needed.  They pretty much ignored me so I don't want to do the same thing to my son.  ",v,309,37.64,3.16,94.35,16.54,15.45,10.68,95.15,83.5,66.67,21.36,15.53,11.65,0,0.97,0,2.91,5.83,9.71,4.21,0,21.04,9.06,5.5,6.15,3.88,22.01,6.47,0.97,5.18,2.59,0.65,1.94,18.45,0.65,17.8,3.56,3.24,3.24,2.91,0,6.8,0,8.09,3.56,3.88,4.85,1.29,2.91,0,0.97,0.97,0,16.83,5.5,1.62,0.32,0.97,0,1.62,10.68,3.56,0,0.97,2.27
583500,6,2,6,Behaviors7days,"Thursday, May 8, 2014:  I woke up, got ready, made breakfast for my family, and got my two year old son ready for the day.  I cleaned up the dishes, swept, mopped, and dusted.  I baby sit two other toddlers daily and they arrived in the morning after I cleaned.  We played with toys, read books, and sang songs.  Around 11:30 I fed all three children lunch, then fed myself, cleaned up the dishes and swept the floor.  I then changed their diapers and laid them down for a nap.  When they woke up, I filled up a small pool with water and we swam.  I then got them dried, dressed, and fed them a snack.  We then played with toys until their parents arrived at 6:00 p.m.  I then cooked dinner, ate with my family, washed dishes, and fed the dogs.  After that, my family and I went to the park to play.  After that, we gave my son a bath and put him to bed.  My husband and I watched television until we went to bed. /  / Friday, May 9, 2014:  I woke up, got ready, made breakfast for my family, and got my two year old son ready for the day.  I cleaned up the dishes, swept, mopped, and dusted.  I baby sit two other toddlers daily and they arrived in the morning after I cleaned.  We played with toys, read books, and sang songs.  Around 11:30 I fed all three children lunch, then fed myself, cleaned up the dishes and swept the floor.  I then changed their diapers and laid them down for a nap.  When they woke up, I filled up a small pool with water and we swam.  I then got them dried, dressed, and fed them a snack.  We then played with toys until their parents arrived at 6:00 p.m.  I then cooked dinner, ate with my family, washed dishes, and fed the dogs.  After that, my family and I went to the park to play.  After that, we gave my son a bath and put him to bed.  My husband and I watched television until we went to bed. /  / Saturday, May 10, 2014: I had to take two teenagers to Greenville, TN from Knoxville for a small, part time job I fulfill on the weekends.  I then met my husband and son and we toured Greenville.  We ate lunch and toured the Andrew Johnson home.  We then went to the Davy Crockett park and played on the play ground.  After that I dropped my son off at my parents and my husband and I went to a birthday dinner for a friend of mine. /  / Sunday May 11, 2014:  This was Mother's Day and I went to Big Ridge State Park for a picnic with my family, my Dad and step mother.  We ate sandwiches and chips, walked on a trail, and played on the play ground with my son.  After the picnic, I went to the grocery store, cleaned up the house, and made dinner.  After dinner, I did the dishes and gave my son a bath.  My husband and I put my son to bed and then watched television until we went to sleep. /  / Monday, May 12, 2014:  I woke up, got ready, made breakfast for my family, and got my two year old son ready for the day.  I cleaned up the dishes, swept, mopped, and dusted.  I baby sit two other toddlers daily and they arrived in the morning after I cleaned.  We played with toys, read books, and sang songs.  Around 11:30 I fed all three children lunch, then fed myself, cleaned up the dishes and swept the floor.  I then changed their diapers and laid them down for a nap.  When they woke up, I filled up a small pool with water and we swam.  I then got them dried, dressed, and fed them a snack.  We then played with toys until their parents arrived at 6:00 p.m.  I then cooked dinner, ate with my family, washed dishes, and fed the dogs.  My son and I played outside until it was time to take a bath and put him to bed.  I read until I went to sleep. /   / Tuesday, May 13, 2014:  I woke up, got ready, made breakfast for my family, and got my two year old son ready for the day.  I cleaned up the dishes, swept, mopped, and dusted.  I baby sit two other toddlers daily and they arrived in the morning after I cleaned.  We played with toys, read books, and sang songs.  Around 11:30 I fed all three children lunch, then fed myself, cleaned up the dishes and swept the floor.  I then changed their diapers and laid them down for a nap.  When they woke up, I filled up a small pool with water and we swam.  I then got them dried, dressed, and fed them a snack.  We then played with toys until their parents arrived at 6:00 p.m.  This was my anniversary and had been married for eight years on this day.  My husband and I dropped my son off with my parents, went on  a picnic at a park near by and went to see improv comedy.  We then went home and went to bed. /  / Wednesday, May 14, 2014:  I woke up, got ready, made breakfast for my family, and got my two year old son ready for the day after my parents dropped him off.  I cleaned up the dishes, swept, mopped, and dusted.  I baby sit two other toddlers daily and they arrived in the morning after I cleaned.  We played with toys, read books, and sang songs.  Around 11:30 I fed all three children lunch, then fed myself, cleaned up the dishes and swept the floor.  I then changed their diapers and laid them down for a nap.  When they woke up, I filled up a small pool with water and we swam.  I then got them dried, dressed, and fed them a snack.  We then played with toys until their parents arrived at 6:00 p.m.  I then cooked dinner, ate with my family, washed dishes, and fed the dogs.  My husband and I took my son on a walk around the neighborhood. /  / Thursday, May 15, 2014:   I woke up, got ready, made breakfast for my family and got my son ready for the day.  I cleaned the dishes and swept and mopped the kitchen and living room.  I did some laundry and then the two children I babysit were dropped off for the day.  We played with toys and read books.  I then fed the three of them lunch and made a birthday cake for my husband as his birthday is tomorrow.  I then put the kids down for a nap and am working on mturk while they sleep.",v,1149,68.32,59.74,98.63,88.86,14.92,10.27,81.03,71.11,51.78,16.71,15.93,10.01,2.26,0,0.44,3.22,0.78,15.06,6.7,4.79,14.01,1.13,0.96,12.18,0,15.58,3.13,4.7,5.31,5.13,0.17,0,2.26,0.44,1.83,0,1.13,0,0.17,0,0.52,0,4.79,4.79,0,0,0,0,0,0,0,0,11.92,0.35,0,0,0,0,0,11.58,4.79,0.09,0.26,2.61
584023,5,2,6,GuidingValues,I have only one thing that gets me up every morning and do what I have to do . That is my wife Whatever I do I have her in mind and how it will affect her and me. We have no one else we just have each other. No family that we claim or even think about. My day starts and ends on my wife and me. That maybe boring to you but that is the way it has been for us for many years. What I do at work or anywhere else I think how my actions will affect us. My wife is the most important thing in my life next to my health. I have to stay healthy for her if nothing else. We have been together for 29 years and we look out for each other.,v,139,1,18.36,98.52,29.97,13.9,5.76,96.4,89.21,78.42,29.5,20.14,12.23,5.04,0.72,2.16,0,9.35,20.14,1.44,1.44,11.51,13.67,7.91,7.19,2.16,20.86,7.91,5.04,9.35,8.63,0.72,0,16.55,3.6,12.95,2.88,2.88,0,3.6,0,6.47,0,2.16,1.44,0.72,0.72,0,0.72,0,0,0,0,12.23,0.72,0,0,0,0,0,10.79,2.88,0,4.32,0
584023,5,2,6,Behaviors7days,For the last 7 days it has been pretty routine. I get up in the morning look at TV untill 7:00 am Drink coffee and get ready for work. Me and my wife talk untill about 7:45 then I leave to go to work. After work every few days I stop at the store pick up some things we nee and come home. I rest for a time and go out back in the garden work in it for a while then go in and eat. After we eat we look at TV or sometimes we go out. Other times I go in my shop and work on some things I have going. Unless something comes up that is about a normal week for us we don't go out to eat much or to the moives. We are stat at home people and we like it that way. Weekends we will fish in our pond and usally cook them later that day.,v,164,66.41,71.73,99,37.8,16.4,3.05,83.54,75,59.15,17.68,12.2,5.49,6.1,0,0,0.61,5.49,12.2,4.88,3.05,18.9,4.88,1.83,9.76,0.61,16.46,4.27,5.49,9.76,6.71,3.05,0,4.88,0.61,4.27,0,0,0,3.05,0,2.44,0,1.22,1.22,0,0,0,0,0,0,0,0,8.54,0.61,0,0,0,0,0.61,7.93,0.61,0,0.61,0
585253,7,2,5,GuidingValues,"The values that guide my life are what my parents have taught me.  And as I grow older I realize that tradition plays a big factor in my values.  When I have problems or challenges in my life I look toward God to help me.  I do a lot of praying and I try to look for signs of what I should or should not do.  Right now I truly feel my family is the most important thing in my life.  I need to keep them safe and teach my child the value of honesty.  I feel you need to treat people the way you want to be treated, this is a big thing with me.  Even if someone treats me poorly I try my best to respond in a positive manner.  Although it is not easy to be nice to people that treat you bad, I have found I feel better knowing I did not stoop to their level.  That is what I try to teach my children.  With my friends I do my best to act natural and be myself, I think if they do not like me, they are not truly my friend.",v,196,11.13,1,97.63,82.06,17.82,8.67,91.84,81.12,65.31,27.55,21.43,17.86,0,1.53,0,2.04,6.12,14.29,4.08,0,12.24,9.69,3.57,5.61,2.55,19.39,6.63,3.06,6.12,3.06,3.06,0,15.82,0,15.82,4.08,0.51,4.08,2.55,1.02,5.1,0,5.1,4.59,0.51,0.51,0,0.51,0,0,0,0,13.78,3.06,1.02,0,0,0.51,0.51,9.18,3.06,1.02,0,0
