ID,GuidingValues,Behaviors7days,Gender,Age,Ethnicity,PrimaryLanguage,Education,Income,Group,WC,Analytic,Authentic,WPS,BigWords,Linguistic,function,pronoun,ppron,i,we,shehe,they,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_neg,emotion,emo_neg,emo_anx,emo_anger,emo_sad,motion,Excl,SVS_Friendship,friend,talked,Met with someone,meet
600499,"The main value that is important to me is my religious upbringing. A lot of people consider Christians to be judgmental, and I've witnessed a lot of negativity directed toward Christians. But the militant Christians you see on television are not a good example of what it's like to be a Christian. Judging is left to God and not to me. It's not my responsibility to point out people's sins to them. Instead, it's important for me to worry about my own sins and shortcomings and work to make others' lives better. I live by my beliefs and try very hard not to be hypocritical. /  / One of the things I try to be is meek and humble. I try to be a good listener. I want people to feel heard. There is so much narcissism in this world, that I try to be selfless and to put others first. /  / One of the things I tried really hard was, when my mom was diagnosed with terminal cancer, to be there for her. I'm not someone I consider to be strong. I had to be for her, although I cried then and still do today. When she was dying at Hospice House a year ago, I got by with very little food or sleep in order to try to be there for her when she died. So many people worry about being alone when they die, and I didn't want her to have t o experience that. I am far too young to have lost my mom and best friend and yet I had to put her first and even though it was hard, I feel that sacrificial love is what my religion teaches. /  / My basic values are basically the teachings of my religion. We are to be humble, meek, and to love others. It can be hard sometimes, especially living in a cynical world. But I want to leave this world in such a way that people feel I made a positive impact on their lives, and not a negative one.","Wednesday was likely the most interesting day. And that's not saying much since I didn't do much of anything exciting. I went out to Jo-Ann Fabrics store and got some painting supplies. They were having a 50% off coupon Firefly Frenzy, they called it, so it was a good time to pick up some supplies for an upcoming furniture painting project. I also went grocery shopping. /  / Thursday and Friday I didn't do anything much exciting. I was working online on Mechanical Turk, as I do each week. I'm also raising a little kitten, so I did a lot in trying to train her. /  / Saturday I was getting ready for Father's Day. I had to get something wrapped. I made a card. I also got started on a key lime sorbet that takes a couple days to finish. I did a little online work, but mostly took the weekend off from working online. /  / Sunday, I finished up making the key lime sorbet. I got together with my dad. Unfortunately, my brother's family had to be away out of state. We watched a DVD show together. /  / Monday through today, I have continued to work online on Mechanical Turk and also have been raising a kitten who is into just about everything. /  / I have also been working on writing a book, though I can't remember which day(s) over this past week I've been able to get to it. ",2,5,Caucasian,English,5,4,v,340,21.95,63.35,16.19,12.94,80.29,64.71,18.24,12.35,8.82,0.29,2.06,0.88,6.76,1.47,2.65,2.65,13.53,0,12.94,2.06,1.47,2.94,1.18,0.29,4.71,0,6.76,3.53,2.35,0.88,0.59,0,0.29,0.88,3.82,5,High,2,2,Low
601012,"The most important guiding principle in my life is probably freedom - that is, I want to build my life in such a way that I am free to pursue the activities that I enjoy and my own personal version of happiness. I am also guided by a sense of accountability towards others and the basic principle of not harming others - that is, in pursuing my own freedom and happiness, I should not infringe on others' freedom or happiness. This relates to the ""Golden Rule"", which I also consider to be a valuable guiding principle: 'Treat others as you wish to be treated'. In general, this rule is something that I try to keep in mind. /  / I am also guided by a desire to have social approval and display my competence and intelligence. I want to be thought of as reliable, competent and intelligent, so I try to behave in ways that will cause others to form that impression of me. Like most people, I am guided by a desire to belong and have people like me. I want to form genuine connections with people and feel a sense of harmony and companionship with others. ","I have had a pretty typical week and have done the same thing most days. First I wake up, then I get dressed and go for a 30 minute walk while listening to my favorite podcast. When I get home I do my stretches, then I take a shower. After that I make breakfast, and I eat it at my desk while I log into Mechanical Turk and start working on Hits. I do this until about 4 pm, eating lunch at some point while I work. At around 4 I go outside and do my workout. Then I come back inside, eat dinner and spend the rest of the evening engaging in leisure activities by myself like playing video games or watching TV shows on my laptop. Thursday was a little different because at around 4, after I'd done my MTurk work, I went out to Costco with my Dad and Step Mom. After we were done shopping there, we ate dinner at Souplantation. Also, yesterday afternoon I talked to my sister on the phone. At some point during the week - I'm not sure which day - I also spoke to my Mum over Skype. I asked her if she would send me some medication that I need from Australia and she said that she would. ",2,3,Caucasian,English,3,7,v,194,53.32,76.85,24.25,20.62,71.65,60.31,19.07,10.31,9.79,0,0,0,5.15,1.03,1.55,3.09,15.98,0,15.98,3.61,0.52,4.64,1.55,0,5.67,0,10.82,0.52,3.09,0,0,0,0,0.52,4.12,6,High,2,2,Low
601885,"The most important Values to me are, To keep my children safe...they are without a father only their mother...I try to raise them with great values,to respect others...not to follow the bad,like drugs and alcohol...it is important to be your own idividual not to be a follower,someone who tries to be like others....only to look good in society. My kids need to understand,these are important.Also,I want them and myself to have a healthy life...with security..finanacially. It is important to have money to have a comfortable life without worries about money...having a place to life and security. I want my kids to feel safe and not threatened by crime,drugs and poverty.","The last seven days,seem like the repeated themselves...I take care of my family,go to work everyday,come home,make dinner clean up the house and spent a little time with my kids. I do the same everyday...I guess the weekends are a little different,the kids are home,we watch movies together,color pictures and have two relaxing days together...I wished I could spent more time with my kids...and didn't have to work too much...",2,5,white,english,5,2,v,125,61.23,16.71,31.25,17.6,76,60,16,11.2,6.4,0,0,3.2,7.2,1.6,1.6,4,12,0,12,1.6,0,3.2,0.8,0,5.6,0,11.2,2.4,3.2,1.6,0.8,0,0,0.8,1.6,5,High,2,2,Low
603398,"Some of my basic values revolve around being honest, nice, and fair to others. I want to treat people how I would like to be treated. I am compassionate and caring to my friends and family. I don't judge anyone else. Instead I try to view a situation through their eyes before I react to them. I think it is very important to be honest to others but also yourself. Another value important to me would be hard working. To be happy and feel useful or important, I feel like I should be active and try to put forth effort in everything I do. I guess that the main overall value is to be a good person.","I visited my mom for my birthday, had dinner...I went to my dad's house the next day for the same reason. I went grocery shopping, played a couple hours of video games one day. Did some work on Amazon mechanical turk website each day in the morning for a couple hours each time. I washed my car two days ago. Yesterday, I ran some errands- I went to the bank to deposit some money, got gas for my car, cam back home because I was not working yesterday or today...I did some laundry, took out the garbage, cleaned the downstairs bathroom, did the dishes. I then spent the next couple hours doing some surveys on the Amazon site for about one dollar a piece. After that, I played video games (call of duty). In the evening I just watched some TV (recorded episodes of Pawn Stars and a hockey game). I went to bed around 11 pm. ",1,4,Caucasian,English,5,16,v,117,18.87,66.8,13,12.82,83.76,63.25,20.51,14.53,11.97,0,0,1.71,7.69,2.56,4.27,0.85,23.08,0.85,22.22,4.27,1.71,5.98,2.56,2.56,5.98,0,11.11,0,3.42,0,0,0,0,1.71,2.56,3,Low,3,5,High
603755,"my basic values are pretty much aligned with Kant's Categorical Imperative. The best way to enjoy freedom is to make sure others have the same freedom. Because every time somebody thinks it is right to restrict somebody ele, the net effect is a more severe self restriction. The Cat Imp solves this problem by realizing the inter-dependency and is able to transform an arbitrary moral system into an ethical guideline. Imperfect, but the best option as starting point. One has to understand that most of life is in a zone of 'unclear' without a sure rule that will make problems go away. Acknowledging that is essential to handling right","the last seven days were spent in catching up on marathon preparation. the winter was harsh and due to the extremely dry air, any usefull reaining was impossi ble. i had to catch up on marathon preparation in a matter of a few weeks. but even worse, it is a trail marathon covering rather nasty terrain, both in trail quality as in elevation changes. with the snow and the subsewunt rain, it will likely be a mud-race. the last week was spent running through the woods, through the mud and trying not to get injured while navigating the slippery surface. / in the middle of it, i also did have to do my normal work. luckily i normally enjoy working and am able to modify my schedule, in case of a sunny day, i can run over lunch, or if the humidity is too high i can run in the eveneing. today was my slow-down day - the race is this weekend - and i only biked to work.  / ",1,6,caucasian,dutch,6,9,v,109,90.73,51.66,15.57,23.85,66.06,49.54,8.26,0.92,0.92,0,0,0,6.42,0,3.67,2.75,20.18,0.92,19.27,4.59,2.75,0,5.5,0,4.59,0,5.5,2.75,0.92,0,0,0,0,0.92,4.59,6,High,2,4,High
604635,"What I value most in life is my family. They have always come first no matter what -- even if it is I who suffers the consequences. At times I wish I could be like my siblings and just be selfish and put myself first. But then I think about all the sacrifices my parents have made, and I know that I just can't be anything but good to them. I will work over 40 hours a week and on top of that, work on Mechanical Turk for hours after my day time job until my eyes can no longer remain open, just so I can earn the few extra bucks to help my family pay bills. I know it may seem silly to some, working for $2 an  hour, but desperate times call for desperate measures. The extra $5-7 a day can really go a long way in a month in terms of helping my parents live just a tad bit more comfortably. In fact, I really wouldn't have it any other way right now because when I see the look of relief on my parents faces after I have paid a crucial bill, it is all worth it. I wish I could relieve them of all their financial burdens. I just have to remain positive and continue to work hard. I'm young compared to my parents and I will do what I can and endure the long work hours and suffering to make their older years a little bit comfortable. Right now, I really value my family more than anything.",Earning money on MTurk after a long and exhausting day at my regular job in order to earn extra cash and help support my family. /  / Budgeting money before bed and trying to figure out which bills to pay first. /  / Lent money to a sibling in need. /  / Gave my last dime to help pay for dad's bills. /  / Felt momentarily upset and overwhelmed that I work so hard and never keep any money to myself and instead spend it all on my family. /  / Did dishes all night after work because nobody else in the household was going to do it and I wanted to avoid people fighting over it. /  / Felt exhausted but gave myself a pep talk saying it will be all worth it in the end. /  / Finally decided to give mturk a break and give myself a break after work and visited my cousin. /  / Sat poolside and enjoyed the good weather for an hour or so until I had to rush home so sibling could use the car. /  / Pumped gas. /  / Missed my exit. /  / Ignored GPS and just followed my own way even though I was slightly lost. /  / Worked on mTurk the rest of the night to earn extra cash for upcoming bills. /  / Felt exhausted.,2,3,Asian,Tagalog,3,1,v,261,22.7,98.04,21.75,11.11,78.93,60.15,18.77,14.18,11.88,0,0,1.92,6.51,3.83,2.68,0,15.33,2.3,12.64,1.53,1.53,3.83,2.3,1.15,3.07,0,5.36,2.3,3.07,1.53,0,0,0,1.15,2.3,5,High,6,2,Low
604801,"Respect for others and yourself are paramount but that does not mean that one cannot have fun and adventure so long as it does not intrude on others dignity and lives. You only live once. /  / Creativity and forging ones own path is very important in my opinion. I have tried doing what is expected and not following my heart and it just does not work. Your unfilled, empty and feelings of hostility emerge, which damages personal relationships especially with friends. Just recently I took a waiter job, a job I don't intend to keep if I get the job I have dreamed about for years. Meanwhile I am unhappy because I don't like that line of work and it takes away from my start up photography job which I will do even if I get my dream job.","I usually get up in the morning early and go to the gym after eating breakfast. I come back home and work on my photography business which entails working on the website portion and the editing of the pictures portion. /  / Also, during the past week I have been stressing about waiting for an answer for a professional position I have applied for back in December. The candidacy period has been long and I have been waiting for an answer for several weeks. I will be told either way, so I am just going stir crazy. It is for a job I have been wanting  for a long time and should have taken 15 years ago when I came out of college. I am in limbo since timing has been bad, I was laid off 6 weeks ago before I anticipated.",1,5,Caucasian ,English,5,3,v,138,3.04,98.67,19.71,18.84,75.36,62.32,19.57,11.59,9.42,0,0,0,5.8,1.45,2.9,1.45,13.04,0,13.04,2.17,1.45,0.72,1.45,0,8.7,0,5.8,2.17,2.17,1.45,0,0.72,0,0.72,2.9,7,High,6,5,High
605377,"My important values are my family. Family means everything to me anD i would do anything for them. They made up who I am and with out them I do not know what I would do.  / Honesty is also another important value. If you are not honest then people cant trust you. It also makes your character good which is important for me in being a good person.  / Non judgement is also an important value to me. I try to have an open mind and not judge people. I do not know them or know what they been through. I dont know there everyday struggles and pain. I wouldnt like to be judged based on what i look like, do , dress, act, etc so why do that to other people. ","checked emails, went on facebook, instagram, twitter, made pancakes, went on treadmill, walked my son to school, went to grocery store, went to the mall, online shopping, watched tv, took a shower, got make up and clothes on, went out to dinner, went for a hike, went swimming at the pool, read a book, drove car around town, drank wine, went wine tasting, had a bbq, did yard work, sold things online",2,4,white,english,4,10,v,130,1.3,81.58,11.82,10.77,82.31,69.23,25.38,17.69,10.77,0,0,3.85,6.15,2.31,0.77,3.08,20,1.54,18.46,3.85,3.08,3.85,2.31,0,7.69,0,9.23,1.54,2.31,0.77,0,0,0,0,3.08,4,High,2,2,Low
605851,"The main values that guide my life are: being able to survive well and take care of my family to where they have their needs and desires met as best as possible. To be able to live a lifestyle freely, without having to worry about interference  by controlling people, be it government, not-sofriendly friends, or nosy annoying people. To live independantly enough to where I could or any one in my family could forage, hunt, and gather food should they ever have to. To have a moderate balance of both technological fun and physical/outdoors fun, ie play some video games and use computers but also fish hunt go outside and have fun. To be able to say what I want and make my own choices without having to live the way someone else wants me to rather to live the way you want. To have the things I want and desire, not just scrap by barely making my means. To live in a world where you can have your own beliefs and not have to like people you don't want to or be told how to live in your own land or town. Thats why I choose to not select the equality options, its against freedom to force people to live around people they dont want to. True freedom means you can live how you want with who you want on your own land. If you and your neighbors feel you should be able to build something or do something, then you shouldn't have to have city permits nor let anyone you don't want around. Your life is all you got, and you only get it once so you shouldn't have to fill it with shit you do not want to. Enjoying life is making the best out of what you can, and that means your relationships, your ideals, your everything is and should be up to you. I believe that true happiness comes when you have loyal and reliable friends, family as well. Trust, honor, respect, self-discipline, all are things worthy of having.","I wake up usually on time but once and a while late or early. I either check my email or go straight to breakfast. I think alot of people have the wrong idea about health, many people are scared of fats while simulatenously eating shitloads of carbs and wonder why they are fat. I eat a diet pretty suited for bodybuilding/athletic performance, so I try to follow builds online of 6 meals a day rather then 3. After I eat I do the essential grooming things, you know, shower, brush teeth, etc etc. I then if have no check my email, phone, call people I need to, check in on family close friends etc via phone or text. Get ready for work. goto work. get home, do some kind of work out or yard work or something athletic. take kids fishing or hunting if its weekend. Spend some time with my wife and see what she wants to do, be it a movie or whtaever. we wtached a movie the other day that she really likes. I checked on my garden today. I frequently check it. I like to play xbox with my kids when they want to. Watch some good movies with them too. Go visit friends or have them come over for a grillout or whatever. Just try to make life fun and simple, life is what you make it. I always check my mail when its a mail day. I try to keep current with news and weather once in a while, although ussually its garbage bullshit that is spun out to make a story so the news I have noticed is less and less useful by the day. I try to get alot done in my days, and be efficient. I have a garden, job, kids, wife, animals, etc so i have a lot of duties and I keep to them daily. I rather be busy then be lazy.",1,4,White,English,3,10,v,345,17.31,30.84,24.64,12.46,77.68,61.74,16.81,11.88,3.19,0,0,1.16,7.25,2.61,2.03,2.61,21.74,1.16,20.58,3.19,2.9,6.67,4.35,0,5.22,0,6.67,0.58,2.61,0.58,0.29,0.29,0,0.58,4.06,7,High,5,4,Low
613204,"The most important values in my life are that family is the most important thing to me.  As long as you have family you will have happiness.  I live my life by the policy that everyone deserves kindness and to be treated fairly.  Helping out the less fortunate is important to me and so is teaching my children good values like hard work, equality, honesty & love","the first 4 out of seven days last week I ate breakfast by myself,took a shower & went to work at daycare with my daughter and came home in the late afternoon.  we ate supper with our family and then played outside. I helped my son with his homework and then put the kids to bed. / I watched tv for an hour and went to bed myself.   / three days ago we went on a short semi-local family vacation.  We drove 2 hours played minigolf, went out to dinner, went shopping, hiked, climbed an observation tower, ate ice cream, watched movies, played games and went swimming.  We came home last night and I did laundry and dishes, bought subs for supper and did some chores before bed.   / Today I woke up and ate breakfast, got my daughter ready for school and went to work at daycare.  After school I had tea with a friend, cooked supper and ate as a family, watched tv while folding laundry, read books with my children, and put them to bed.  Then I had a snack while working on the computer.  ",2,4,caucasian,english,5,4,v,66,36.2,29.49,16.5,21.21,72.73,60.61,18.18,12.12,9.09,0,0,0,10.61,4.55,3.03,3.03,6.06,1.52,4.55,0,0,1.52,1.52,0,1.52,0,16.67,3.03,4.55,0,0,0,0,0,4.55,5,High,4,3,High
614055,"The most important values that I hold dear are freedom, optimism, compassion, independence, and honesty. I try to always live my life according to these values and usually expect other people in my life to do the same. I feel that these values could greatly impact the world for the better if more people followed them. There would be more peace, love, and productivity. ","Completed some mystery shops / Played a computer game on Facebook / Went to work / Had a very uncomfortable meeting with my boss / Created a plan to quit / Cleaned and organized my living room / Bought groceries from Whole Foods / Cooked meals at home / Took a shower / Washed my hair / Gave landlord my rent check / Looked up costs of travel to Orlando, Florida / Wrote a new article for blog / Completed HITs on Mturk ",2,4,African-American,English,3,1,v,64,38.79,65.48,16,17.19,70.31,54.69,15.63,9.38,7.81,0,0,1.56,7.81,3.13,4.69,0,17.19,1.56,15.63,1.56,1.56,4.69,3.13,0,6.25,0,14.06,0,3.13,0,0,0,0,0,4.69,7,High,3,2,Low
614824,"My most important values are loyalty and dependability.  I am a loyal and dependable friend and employee.  I always try to stand by my friends and get my work done, no matter what the hardships.  It is important to have these qualities and let friends and family know that I am ther with them.",I worked at my job as a boat cpatain 6 times over the past week for approximately 60 hours.  I made my bed every morning and took a shower every morning.  I went for a long walk four times as exercise.  I checked my e-mail at least twice a day for the whole week.  I ate dinner with my girlfriend four nights.  We went to the movies last Saturday night.  I slept for around 6 hours a night on every night of the week.,1,5,caucasian,egnlish,6,10,v,54,7.9,27.44,13.5,18.52,74.07,59.26,20.37,12.96,11.11,0,0,1.85,14.81,11.11,3.7,0,9.26,3.7,5.56,1.85,0,1.85,0,0,0,0,7.41,0,0,0,0,0,0,0,1.85,6,High,3,4,High
615412,"I want to make sure that I'm a decent human being.  I want to be honest, open minded, welcoming, kind, and approachable.  I want to be smart and shown to have a great upbringing.  I want to be close to my family and loved ones.  I want to be healthy in the mind, body, and soul.  I want to be a great mother and wife.  I want to gain self confidence and know that I can do almost anything that I put my heart into.  I want to stop worrying about situations I have no control over.  I want to live life day by day.  I want things to be simple and to not need a lot of possessions.  I want to be frugal, but not to the point of obsessiveness.  I want to be there for those in need.  I want to make sure that I'm the only people will see as a good role model.  I don't want to dwell on the past, but instead look forward into the future.  I want to be a kid at heart, but still have maturity that won't get me into trouble.  I want to be a faithful and loving wife to my husband.  I want to be financially responsible.  I want to make my house a home.","I took a shower, watched the news, and ate breakfast every morning.  I got my toddler up, fed her and dressed her and brushed her teeth. I went grocery shopping and shopping at Target.  I celebrated my Mom's birthday at Elephant Bar.  I took my daughter to the farm, library, swimming class, and we played in the backyard several times.  I dropped my daughter off at her grandparent's for 4 hours.  I worked on mTurks while my daughter napped.  I finished reading a book.  I watched my favorite tv shows at night after my daughter went to bed.  I followed my favorite baseball teams when they played.  I surfed the web, answered e-mails, and made Google+ entries.  I took pictures, printed them, and sent them in Father's Day cards to be mailed by Sunday.  I shipped items I sold on eBay.  I checked my bank accounts and savings accounts to see how much money we have.  I cleaned the house and did some yard work.  I made both lunch and dinners for the family.  We got ice cream on Sunday.  I talked to my neighbors on several occasions. I ordered birthday gifts for my daughter's upcoming 3rd birthday online.  I rested as much as I could.",2,4,White/Caucasian,English,4,9,v,216,56.66,27.44,12,8.8,80.09,58.33,16.67,12.96,12.96,0,0,0,6.02,3.7,0.93,1.39,21.3,1.39,19.91,0.93,1.39,9.72,0.93,1.39,2.78,0,7.87,0.93,2.31,0.46,0.46,0,0,0.46,4.17,1,Low,2,5,High
615708,"The most important value I have is to be a good person.  Goodness as defined by the Bible and not to give into my bodily desires.  We all must make sure to be the best we can be and not give into cravings and doing bad things even though we may want to.  I beleive in self-determination and personal responsibility.  I do not believe in having others support me, and making others do things that I should be able to do for myself.  However I also believe in giving back and helping those that cannot help themselves. ","I woke up each day and made coffee.  Then I got dressed for work and got in my car and drove to the gym that is near my office.  I always stop there first for a good workout before getting down to business.  I workout for about 30 minites and then I get showered and dressed in the men's locker room.  I then go to my office and make a small breakfast for myself in the kitchen.  I eat a little something and then get to work.  Usually my work involved making a lot of phone calls, emailing clients, and making sure all the bills get paid.  When work is over I go to my car and drive home.  On the way home I stop at the store for groceries for dinner.  I like to pick out something interesting each night because I do all of my own cooking.  Then I go home and change out of my work clothes.   I usually tidy up around the house, and then start preparing dinner.  I'll have a couple of beers and will listen to the television while I cook dinner.  All of this helps me relax at the end of a long day.  When dinner is over, I do the dishes and get ready for bed.  I'll read a book or watch tv for a while before falling asleep.  Sometimes I'll call a family member or friend and catch up a little. Last Saturday we had a baby shower to go to and it was a lot of fun.  We also went to see the new Tom Cruise Movie and thought it was fantastic.  All in all, it was a great week.  ",1,4,White,English,5,5,v,97,5.96,60.51,16.17,15.46,83.51,69.07,19.59,12.37,8.25,3.09,0,1.03,7.22,5.15,2.06,0,21.65,1.03,20.62,3.09,2.06,6.19,1.03,0,8.25,0,8.25,1.03,4.12,1.03,0,0,0,0,3.09,5,High,5,6,High
616229,"My most important values are tolerance and acceptance. I try to be open minded about people and ideas and try my hardest to see things from another person's point of view. I don't always succeed, but I am able to listen to a view that dissents from my own a little more calmly now than when I was younger. I feel like everyone should be given a chance and that looks aren't everything.  /  / I think a lot of skills can be obtained if you are given a chance to practice them. It takes time and patience but people can learn how to do anything they want to. To a certain extent, anyways. /  / I believe in everyone's right to happiness. I'm looking for this myself, and I think everyone else should too. I hate that adulthood can sometimes get in the way of fulfilling a long held wish. As long as you're not hurting others, do what makes you happy and don't judge other people too harshly about what makes them happy.  /  / Everybody's different.  /  / I also try not to take negative people that seriously. I don't need the extra stress. I am giving myself stress already.","I have been studying javascript. I read books on the subject and spend the night writing tiny pieces of code and running them in my web browser. I have also been listening to an audiobook that I am trying to finish so I can take it off of my iPod. it's taking too much space. Today I made mixed rice and fried tofu. I went out in the evening to have a snack and listen to some music, but it has been very hot and it's uncomfortable when your care doesn't have air conditioning. I repacked some things that I moved here with. I watched a lot of youtube videos. I have been exercising most days. I skipped a few days because of neck pain, so I was trying to treat that with home remedies. Eating and sleeping, of course. Wondering where my life is going. Talking to some people online. Looking for a job. Failing at finding a job. Drinking more water than usual because it's been so hot. Applied for a Google scholarship. Looked for work on mturk and didn't find it so I'm doing this survey instead. Daydreaming about moving away from the country. Watching TV.",2,5,black,English,5,16,v,195,11.64,59.81,13,16.41,81.54,61.54,21.03,12.31,9.23,0,0,1.54,6.15,0,4.1,2.05,22.56,2.56,20,3.59,1.54,5.64,3.59,0.51,6.67,0,7.69,3.08,4.1,2.05,1.03,0.51,0,0,3.59,6,High,2,1,Low
617919,"The most important guiding value that I utilize in my life is balance.  I try to be as balanced and stable as I possibly can.  This means always making the exact same decision over and over, no matter the situation.  This means not letting emotions or how I feel about one aspect or another conflicting with  my answers.  I think balance is very important and often overlooked as an important trait.   /  / Indecision and fickleness in people bothers me.  I try to be the predictable with my answers and this keeps my intentions clear.  I try to keep my intentions on the surface so that others can easily read them.  I try not to be secretive.  Also, I give as good as I get.   /  / I treat people how I am treated.  I do go out of my way to help people when I can, though mostly because I may need their assistance eventually in the future.  I like to keep ahead of my debts.  It also allows people to think of me in a positive light, which is beneficial.   /  / I try not to speak poorly of others since I would not want them doing the same to me.  When the rumor mill starts rolling towards me, I like to be where it stops.  My personality does often make people feel awkward.  I use the rumor spreadnig as an example because when folks start spreading things to me and I do not respond or just shrug, they start to question their own morality.   /  / So balance is important.  Being consistent is important.  Treating everyone the same is important.  No one is born special.  No one is better than anyone else.  Everything is equal. /  / ","Last Wednesday, I took off early from work and went to my grandpa's house.  He lives in an ajoining state.  From there, we went to dinner with some of his friends at a casino.  Then we went back to his house and went to bed. /  / Last Thursday, my grandpa, his girlfriend, and I drove to Missouri.  We stopped about ten hours into the drive.  Along the way, we stopped for breakfast, gas, lunch, gas, and then a hotel two hours away from our destination.  We went to a random sports pub for dinner that my grandpa did not recognize.  He did not like it because it was super loud.   Because of that, he stuck to familiar places for the rest of the trip.  Lots of Cracker Barrel.  Yay. /  / On Friday, we reached our destination around noon.  We were in Missouri for my cousin's wedding.  We checked into our hotel and walked over to a sporting store to blow time until the rehersal dinner.  We went to the rehersal dinner at 6:00 and hung out with family all night.  When we got back to the hotel, my grandpa and his girlfriend went to sleep.  I went and had a few drinks with my cousins. /  / On Saturday, I got up and went swimming at the hotel.  Then I took a shower nad got dressed for the wedding.  We drove out to the weddnig for 4:30.  It was outside. Luckily, the rain missed it.  After we arrived at the reception, it started to rain and hail.  The reception was fun.  I talked to more family members and danced.  We went back to the hotel around 11:00pm. /  / On Sunday, we drove back home.  We drove the entire twelve hours, since we had no other plans that day.  It was a long drive.  My grandpa got mad at the waitress at Cracker Barrel because she forgot about us.  I felt bad for her, but she did forget to put in our order and we were one of three other patron groups there. /  / On Monday, I stayed in town and hung out with my mother since we were driving on Mother's Day.  I ordered pizza for her, my brother, and his kid.  We ate lunch.  I went and met my brother's new child that was born last month.  Then I drove home and lounged about on my couch and watched Buffy the Vampire Slayer. /  / On Tuesday, I slept in until noon on accident because I forgot to turn my alarms back on.  I went to work late, but since it is intercession, it was not a big deal.  I went home from work at normal time and cooked dinner and did a few MTurk assignments.  Then I went to bed at a decent time to wake up in the morning and go to work. /  / ",2,4,White,English,5,2,v,280,14.77,99,11.67,18.57,80.71,62.14,20,13.93,12.14,0,0,1.79,3.21,0.36,2.14,0.71,26.07,2.86,23.21,4.29,4.64,3.93,3.93,0,6.79,0,5.71,0.71,0.71,0,0,0,0,1.07,2.5,3,Low,3,4,High
622817,"The most important values in my life are family, and honesty. I feel that people should be more honest and held accountable for their actions. I also like to be a helpful caring person and like to help people even when at the grocery store. I never want anything in return for helping someone other than kindness and respect. I am generaly a happy person and like to roll with the punches and trust that everything will work out for the best possible outcome for me. Even if i don't see what the positive outcome is yet. I love and respect my family and they are the only thing that anyone could really upset me over. I will fight for my family and protect them at all costs including to myself. I dont have alot of friends but like to have a couple that are true friends and that I can trust and respect. I will not have a friend that I can not trust or feel that they would hurt me or my family to save themselves.","I typically get up every morning with my son and make him breakfast and juice. Then I make my coffee and some mornings have breakfast. It is usually something light like a bagle or cereal. Then we have tv time and relax and wake up for about 30 mins. THen we have learning time and do arts and crafts or write words. THen it is outside time and we go out and play and have fun in the yard. We usually work in the garden together or just run around the yard and play. Then it is lunch time. I fix lunch for my son and me. Then we go through nap time routine. While he naps I clean house do homework, do yard work, sometimes Ill watch tv. When he gets up it is snack time and we eather go outside and play some more or stay inside and play. Then its time to cook dinner and my husband gets home. We have dinner together as a family and clean the kitchen. THen its free time for everyone for about an hour. We do what ever it is we want to do like watch tv, read a book, play a game. Then its The three B's for my son. After that is over my husband and I take about an hour to reconnect and chat. Then we chill out for the night and watch tv or read. Then its bed.",2,4,White,English,3,2,v,178,16.87,44.93,17.8,14.04,78.65,68.54,20.79,13.48,10.67,0,0,2.81,9.55,6.74,0.56,2.25,16.85,2.81,14.04,1.12,1.12,3.93,4.49,0.56,4.49,0,8.99,1.69,2.25,1.12,0,0,0.56,1.12,6.74,3,Low,5,2,Low
622958,"My core values are enrichment through socializing and helping others. Learning and teaching kids in the family how to treat others respectfully. In this day and age one can not be overly trusting yet being friendly should still be ok. We should be able to trust those in authority but now days it is not safe to go to school or go to the store. reality is that the world has gone mad I think, common sense is rare these days. I want my kids to be safe and I want them to be happy,healthy and open to learning new things.","over the past seven days I have been helping my grandma move in to her new house, she is 75 and has no help. My car is broke down so I am having to depend on others as well. this is quite frustrating but I am trying to get the money together to get my car fixed.  My starter went out on my car, the starter will cost 129. to get. I have to tow it to the shop which is another 80. on top of that. My cousin is doing the labor for 75. thankfully. My cousin works there. Anyway at this time I only have 70 towards this, but I am working on it, I will get it eventually, hopefully real quick due to up coming appointments for me and my grandma are coming up this next week. otherwise it has been a steady tolerable week.",2,4,white,english,3,2,v,102,20.45,95.46,17,12.75,78.43,57.84,14.71,6.86,4.9,0.98,0,0.98,8.82,5.88,0.98,1.96,16.67,0,16.67,4.9,0.98,5.88,1.96,0,5.88,0,8.82,0.98,2.94,0.98,0,0.98,0,2.94,2.94,6,High,6,4,High
